date,resolutionnr,resolution,pagenr
1619-03-14 00:00:00,435," Besloten wordt het plakkaat tegen de te Stevensweert gemunte dubbele stuiverniet te publiceren maar door aanplakbiljetten het aannemen en uitgeven van deze stui-ver te verbieden a (413).   Holland deelt mee dat in de meeste van zijn steden de comptabele ambtenaren de eedop het nieuwe muntplakkaat hebben afgelegd. De akten daarvan zullen de volgendedag vertoond worden 5 .   De Raad van State deelt desgevraagd mee dat hij de comptabele ambtenaren van deGeneraliteit de eed heeft afgenomen.   Deventer, Kampen en Zwolle wordt bij expres-bode gevraagd"" de brief van H.H.M,van 18 febr. te beantwoorden (404, 467).   Aan Zwolle afzonderlijk wordt nog geschreven 0 dat men vernomen heeft dat er al-daar een grote hoeveelheid duiten gemunt wordt, die met zakken ter waarde van 100gld. in de provincies gewisseld worden, met grote voordelen voor de wisselaars. H.H.M,willen weten of het aanmunten van duiten al of niet op last of met toestemming van destad geschiedt; in ieder geval moet het munten gestaakt worden.   Holland verklaart de concept-instructie voor de generaal meester van de Munt dienaar Engeland zou gaan niet goed te keuren. Na rondvraag wordt nu besloten een in-",68
1619-03-15 00:00:00,436," Een brief van de Neuburgse stadhouder en raden, dd. Düsseldorf 14 febr.a, be-vat klachten over het krijgsvolk van de kap. van Rheyt. Hij wordt ter dispositie aan deRaad van State gegeven.",69
1619-03-15 00:00:00,437," Maurits laat via Obdam twee brieven van Gecommitteerde Raden van West-Friesland en het Noorderkwartier, dd. 8 en 13 maart, meedelen. Hierin wordt berichtdat dagelijks in deze streken de beste en bekwaamste schepen, zelfs die nog op stapelstaan, door onbekenden opgekocht worden. Maurits wordt gevraagd te voorkomen datde schepen in dienst van de vijand gebruikt worden.   H.H.M, besluiten de Admiraliteiten te Amsterdam en Hoorn of Enkhuizen te vra-gen a of er in hun districten schepen verkocht zijn of gebouwd worden t.b.v. de koningvan Spanje, de hertog van Ossuna of andere uitheemse vorsten; als dat zo is moetendeze schepen aangehouden worden. Ook willen H.H.M, weten wat voor schepen er ge-reed liggen om uit te varen en met wat voor bestemming (384, 505).   Obdam deelt verder op last van Maurits de instructies mee die hij heeft opgesteldvoor de kapiteins van de jachten die naar Quast worden gezonden. H.H.M, keuren deinstructies en de memorie voor Quast goed en bedanken Z.Ex. voor de gedane moeite(372).",69
1619-03-15 00:00:00,438," Johann Friedrich, postulaat-bisschop van Bremen en Lübeck, mag op zijnschrijven van 31 jan. zijn gewone hoeveelheid Rijnwijn vrij uitvoeren.",69
1619-03-15 00:00:00,439," Op het rekest van Joost de Blair, kwartiermeester onder kol. Hinderson, wordtadvies gevraagd aan de Raad van State (1652).",69
1619-03-15 00:00:00,440," Juffr. Clara Horenkens, vrouw van de heer van Ewsum, verzoekt een voorschrij -ven aan Venetië opdat haar zoon Reynd Schatters verlof uit de dienst van de republiekkrijgt. Hiertegen wordt bezwaar gemaakt.",69
1619-03-15 00:00:00,441," Het verzoeka van Hans Claessen en Jan van Penen, kooplieden te Amsterdam,om naar West-Indië te mogen uitvoeren 16 masten van 17 à 20 palmen, 14 masten van10 à 14 palmen voor binnenlandse sloepen en barken, 300 schippond touwwerk en al-lerlei Haarlemse en Leidse manufacturen, wordt afgewezen (578).",69
1619-03-15 00:00:00,442," President Sloeth dient aan dat Buyren, raad van de graaf van Oost-Friesland,aangekomen is. Volgens hem zullen binnenkort de kanselier, de graaf zelf en enige ge-committeerden van H.H.M, ook aankomen. Hij vraagt of het niet raadzaam is de devorige dag vastgestelde briefa op te houden. Dit wordt goedgekeurd (422, 447).",69
1619-03-15 00:00:00,443, Overeenkomstig het advies van de Raad van State van 10 maart op het rekestvan Fairmerus wordt besloten hem weer ordonnantie voor weer twee jaar traktement tegevena(401).,69
1619-03-15 00:00:00,444, Het College ter Admiraliteit te Rotterdam bericht dd. 14 maart 3 over de zaakvan Pierre Montelambert. Overeenkomstig zijn advies wordt besloten dat hij de zoonvan kap. Schrevel Jacobsz. uit zijn Spaanse gevangenis mag overbrengen naar Rotter-dam en dat suppüants zilver en geld vrijgegeven zullen worden (425).,70
1619-03-16 00:00:00,445," H.H.M, schrijven aan de Admiraliteitscolleges a dat zij vernomen hebben dat dekapiteins van 's lands oorlogsschepen nogal gauw geneigd zijn de Spaanse havens aan tedoen en daar lang te blijven liggen; op hun terugreis leiden zij hun reis opzettelijk langsGibraltar, Cadiz en Sanlucar om daar koopmansgoederen en geld en zilver in bulk in tenemen. Dit is niet alleen nadelig voor de koopvaardij en de duur van hun terugreis,maar leidt ook tot opspraak in Spanje, daar men daar denkt dat deze praktijken doorH.H.M, gesanctioneerd worden. Het is een groot risico als een oorlogsschip aangehou-den wordt met een lading verboden geld of zilver; bovendien maakt dit tussenkomstvoor de klagende kooplieden vruchteloos. Op lijfstraf dient daarom de kapiteins, va-rend naar het westen of naar de Straat, verboden te worden goederen in te nemen.",70
1619-03-16 00:00:00,446," Brieven worden gelezen van:   a. Langerack, dd. 10 maart a ;   b. De gezanten in Engeland, dd. 3 maart b . Op beide brieven wordt advies gevraagdaan Maurits (377, 453).",70
1619-03-16 00:00:00,447," De uit Oost-Friesland teruggekeerde gecommitteerden bieden aan rapport uitte brengen. Dit wordt uitgesteld tot maandag a.s. (18 maart) (442, 452).",70
1619-03-16 00:00:00,448," Een brief van audiencier Verreycken aan de griffier, dd. Brussel 9 maart 3 enverzonden met een expres-bode, met als strekking het laten staken van de uitoefeningvan de gereformeerde godsdienst ten plattelande van Brabant onder H.H.M., wordtniet beantwoord daar het een privé-brief betreft (665).",70
1619-03-16 00:00:00,449," Brederode schrijft dd. Heidelberg 2 maart 3 over de stand van zaken in Bohe-men. Hij klaagt dat hij zo weinig nieuws uit de Republiek krijgt, met name over Oost-Friesland. Besloten wordt dat de gecommitteerden een stuk zullen opstellen waarvaneen kopie aan Brederode gezonden kan worden.",70
1619-03-16 00:00:00,450," De resolutie op de propositie van Suriano (verzoek om te resolveren op de huurvan de vier schepen, de betaling van de gages van de matrozen en soldaten en het uitle-nen van enig geschut) wordt uitgesteld tot maandag a.s. (18 maart) (423, 463).",70
1619-03-16 00:00:00,451," Jurien Wesselingh en Johan van den Bossche e s . klagen erover dat, hoewel zijmandement van appèl hebben verzocht, de burgemeesters van Coevorden hen toch metuitvoering van het vonnis bedreigd hebben 3 . Op hun verzoek geven H.H.M, de drostnogmaals last de processtukken, behoorlijk „geëvangeliseert"", aan hen over te zendenen ondertussen alle sommaties en executies op te schorten (314, 674).",70
1619-03-18 00:00:00,452," Joachimi, Ewsum en Cromhout brengen rapport uit over de toestand in Oost-Friesland. Zij verzoeken zo spoedig mogelijk te resolveren, opdat geen nieuwighedenondernomen worden. De rapporteurs worden bedankt en verzocht die punten, waaropgeresolveerd moet worden, op schrift te stellen (447, 460).",71
1619-03-18 00:00:00,453," Ontvangen brieven van:   a. De gezanten in Engeland, dd. 12 maart a . De koningin van Groot-Brittannië is opdiezelfde dag overleden. Zij hebben geringe hoop op het welslagen van hun gezantschap(446,474).   b. Ouwercx, dd. Venetië 1 maart.",71
1619-03-18 00:00:00,454," De commissarissen-politiek schrijven dd. Dordrecht 15 maart dat DominicusSapma, een der geciteerde Remonstranten, aldaar teruggekeerd is. Hoewel hij zonderhun verlof vertrokken was beweerde hij het tegendeel. Op de 14e hebben zij Sapmahierover verhoord; op enkele vraagpunten, met name over hetgeen er gebeurd was tus-sen Sapma en Campe, wilden zij hem de 15e weer verhoren, maar Sapma weigerde an-ders dan schriftelijk te antwoorden.   Op de vraag hoe de commissarissen verder moeten handelen wordt niet geresolveerd a(382,519).",71
1619-03-19 00:00:00,455, Vooght dient aan dat de gedelegeerde rechters op verzoek van de fiscalen toe-stemming verleend hebben Johannes Uytenbogaert en enige anderen in te dagen. Hijverzoekt de griffier last te geven het contrazegel aan het mandement te hangen.   Daar de griffier verklaart dat het contrazegel onder de hoede van de president van deRaad van State berust wordt toestemming verleend dat de president het mandementbezegelt (581).,71
1619-03-19 00:00:00,456," Aan het College ter Admiraliteit te Amsterdam wordt geschreven 3 aan GerritJacob Witsz. 1.200 pond en aan Sibrant Willemsz. Groes b te Enkhuizen 2.400 pond tebetalen, die zij hebben voorgeschoten voor het lichten van het Franse oorlogsschip(313,620).",71
1619-03-19 00:00:00,457," Het antwoord van Wilhelm, hertog tot Brunswijk-Lüneburg, dd. Harburg 28jan., op het voorschrijven voor Cocquiel wordt in handen van laatstgenoemde gesteld(1618 no. 3801).",71
1619-03-19 00:00:00,458," Ontvangen een brief van Langerack, dd. Parijs 12 maart 3 .",71
1619-03-19 00:00:00,459, Manmaker vraagt op verzoek van het College ter Admiraliteit te Middelburgaan dit College 24 à 26.000 pond Zweeds koper te lenen. Maurits wordt advies ge-vraagd a.,71
1619-03-19 00:00:00,460," Ter vergadering compareren Dothias Wiarda en Willem van Buyren. Na over-legging van hun geloofsbrieven dd. Aurich 27 febr.a houden zij een propositie, die zijook schriftelijk indienen.   De teruggekeerde gecommitteerden overhandigen de op schrift gestelde te resolverenpunten. Gecommitteerd worden Glimmer, Matenesse, Joachimi, Ploos, Aetsma, Ger-ritsz. en Ewsum om de punten te onderzoeken, ze met de propositie aan Maurits voor teleggen en daarna te adviseren (452, 464).",72
1619-03-19 00:00:00,461," Het antwoord van de keurvorst van Keulen, dd. Bonn 8 maart, op het voor-schrijven voor Hartzfelt wordt aan laatstgenoemde overhandigd (142, 2463).",72
1619-03-19 00:00:00,462, Het verzoek van de keurvorst dd. Arnsberg 14 jan. om de gewone provisie voorzijn hofhouding vrij te mogen uitvoeren wordt toegestaan. De bijgevoegde specificatiedient vergeleken te worden met de voorgaande.,72
1619-03-20 00:00:00,463," Ter vergadering compareert Suriano. Krachtens zijn geloofsbrieven dd. 1maart a bedankt hij H.H.M, voor hun genegenheid jegens Venetië. Voor zover uit debrieven van H.H.M, van 8 nov. 1618 en 31 jan. jl. misnoegen blijkt over de behartigingvan de belangen van de onderdanen van de Republiek in dienst van Venetië, belooftVenetië naar vermogen en overeenkomstig de accoorden voldoening te zullen geven(185,572).   Suriano beveelt aan te resolveren op zijn laatste propositie. Hij verzoekt kap. PieterPack het lichten van 100 matrozen en busschieters toe te staan. Maurits wordt adviesgevraagd (450, 470).",72
1619-03-20 00:00:00,464," Ter vergadering compareren Erhardt Luppen, Enne Menerts, Goddert Hottorpen Dr. Sixtus van Amama, gedeputeerden en administratoren van de steden Norden enAurich en de huismansstand. Na overlegging van hun geloofsbrieven dd. Aurich 27febr.a houden zij een propositie, die zij ook schriftelijk indienen.  De propositie wordt in handen van de gecommitteerden in deze zaak gesteld (460,488).",72
1619-03-20 00:00:00,465," Het extraordinaris traktement van Johan Muer de oude, gewezen luitenant enthans appointé onder ritmeester Arreskyn, wordt voor eenjaar verlengd.  Eveneens het traktement van David Bruys, gewezen korporaal.",72
1619-03-20 00:00:00,466," Thijman van Weede, burger van Utrecht, verzoekt weer in de Republiek te mo-gen komen en de confiskatie van zijn goederen op te heffen; of de Staten van Utrecht temachtigen op zijn rekest te beschikken3.  Maurits en de Raad van State wordt advies gevraagd.  Ook op een nagenoeg gelijkluidend rekest van Herman Hendricxz. van Santen, bur-ger van Utrecht, wordt advies aan dezelfden gevraagdb (433).",72
1619-03-20 00:00:00,467, Pensionaris Pauw deelt een uit Amsterdam aan Gecommitteerde Raden vanHolland geschreven brief mee: Groningen heeft het provisioneel plakkaat op de geld-koers nog niet gepubliceerd; enige andere provincies zullen het plakkaat alleen uitvoe-,72
1619-03-20 00:00:00,468," De provincies worden schriftelijk vermaand 3 alle mogelijke moeite te doen omde uitgevers en verspreiders van pasquillen en pamfletten te achterhalen. Diegenen diede pamfletten het eerst vinden wordt verboden ze verder te verspreiden; zij dienen ze tevernietigen, op straffe van als auteur van de pamfletten gestraft te worden b .",73
1619-03-20 00:00:00,469," Pensionaris Pauw rapporteert dat de Staten van Holland door enige gecommit-teerden de remonstrantie van Langerack betreffende de bestrijding van de Franse pira-terij hebben laten bestuderen. Zij vinden dat de remonstrantie wel ten dienste van hetland is opgesteld maar wegens het bewaren van de waardigheid en eer van H.H.M, nietuitvoerbaar is. De uitvoering zou tot grote onkosten voor het land en de kooplieden entot langdurige processen leiden. Daarom adviseren zij de tot nu toe toegepaste praktijkvoort te zetten: de ambassadeur dient mondeling aan de koning of schriftelijk aan deraad de klachten over berovingen over te brengen, brieven van voorschrijven te verzoe-ken aan de goeverneurs van de provincies, steden en havens waar het geroofde binnen-gebracht wordt en aan de rechters van de admiraliteit, de advokaat of procureur van dekoning om handlichting van de aangehouden schepen en goederen of om de processenaan Z.M. te renvoyeren. Langerack moet met kracht aan Z.M. en de raad de klachtenover de Franse piraterij overbrengen en verklaren dat zij omvangrijker en excessiever isdan die van de Algerijnen en Tunesiërs. Hij moet Z.M. verzoeken hiertegen maatrege-len te nemen en de lopende processen naar hemzelf of zijn raad te verwijzen. Personendie door kooplieden gezonden worden om hun zaken te behartigen moet Langerackbijstaan. Als er vanwege H.H.M, een extraordinaris ambassadeur aan Z.M. wordtgezonden, dient deze gelast te worden inzake de Franse piraterij en de nieuwigheden dieer in Frankrijk ondernomen worden tegen de koopvaardij van de Republiek.   N a rondvraag conformeren de andere provincies zich hieraan. Over de extraordina-ris bezending zal nader overleg met Maurits gepleegd worden 3 (351, 558, 1086).",73
1619-03-20 00:00:00,470," Na het advies van Maurits gehoord te hebben wordt kap. Pack het lichten van100 matrozen toegestaan.   N a deliberatie over de propositie van Suriano wordt de Admiraliteit te Amsterdamgemachtigd 's lands crediet te interponeren voor de huur en uitrusting van een van devier schepen, die Suriano toegestaan zijn te huren. Het uitlenen van geschut zal geëxcu-seerd worden 3 (463).",73
1619-03-20 00:00:00,471," De vertaling van de brieven van Algiers wordt gelezen. Nadat Holland het ad-vies van Maurits heeft meegedeeld wordt besloten aan de pasja, de onderkoning en deduane te antwoorden dat H.H.M, altijd de capitulaties hebben onderhouden. Toen zijechter vernamen dat de Algerijnen de schepen en onderdanen van de Republiek alsvijanden behandelden hebben zij oorlogsschepen uitgezonden voor de bescherming",73
1619-03-22 00:00:00,472," Langerack schrijft dd. Parijs 15 maart3, in antwoord op de brieven van H.H.M,van 28 febr. en 6 maart, dat hij de brieven aan de kolonels van de Franse regimententerstond aan hen heeft overhandigd; zij hebben verklaard dat zij hun schuldige plicht",74
1619-03-22 00:00:00,473," Het antwoord van de Priv� Raad van de keurvorst van Keulen als vorst vanLuik van 15 maart"" wordt gelezen. Holland zal, na met Maurits overlegd te hebben, eenantwoord opstellen; de vermelding van de investituur van het graafschap Horn, waarte-gen de bisschop bezwaar maakt, wordt toegestaanb (386, 573).",74
1619-03-22 00:00:00,474," Brieven worden gelezen van:   a. De gezanten in Engeland, dd. 7 maart a , met sombere verwachtingen over deafloop van hun besogne (453, 489).   b. Commissaris Thiman Barentsz., dd. Duinkerken 16 maartb, met berichten over dehandelwijze tegen onderdanen van de Republiek aldaar;   c. Brederode, dd. Heidelberg 9 maart0.",74
1619-03-22 00:00:00,475," Twee brieven, dd. Madeira 29 aug. 1618 a, met antwoord op de brieven vanvoorschrijven voor Cornells Verhaven van Rotterdam worden in handen van de tegen-partij gesteld (1618 no. 2015).",75
1619-03-22 00:00:00,476," De magistraat van Kampen schrijft dd. 9 maart"" dat er aldaar niet de bedoeldesamenkomst heeft plaatsgevonden en dat er ook geen Lutherse gemeente is opgericht.Verzocht wordt de namen van diegenen die deze onwaarheden hebben meegedeeld be-kend te maken. Hierop wordt niet geresolveerd (434).",75
1619-03-22 00:00:00,477," De uit Dordrecht gekomen Muys deelt op last van de commissarissen-politiekmee dat het besogne van de Synode zover gevorderd is dat men moet gaan denken aanhet afscheid van de uitheemse theologen. Als H.H.M, het zouden goedkeuren de theolo-gen te vereren met een gouden medaille ter waarde van 120 à 150 gld., moet het stempeldaarvoor zo spoedig mogelijk gereed gemaakt worden.  N a deliberatie wordt besloten dat men de uitheemse theologen bedankbrieven aanhun koningen, vorsten, heren en republieken zal meegeven en dat men hen met eenpenning ter waarde van 100 daalders zal vereren. De commissarissen wordt verzocht devoorstelling en de inscriptie te ontwerpen a (416, 493, 691).",75
1619-03-22 00:00:00,478," Op verzoek van Roelandt Guillaume, chirurgijn en Andries le Capitaine, bur-gers van Dordrecht, om brieven van sauvegarde omdat zij zaken hebben te doen in staden land van Luik, wordt niet geresolveerd.",75
1619-03-23 00:00:00,479," De heer van Brakel krijgt nieuwe brieven van voorschrijven aan de Staten vanUtrecht a (1618 no. 3124, 1539).",75
1619-03-23 00:00:00,480," Aan de Courtmaster van de Engelse Natie te Middelburg wordt geschreven datH.H.M, vernomen hebben dat de Merchant Adventurers voornemens zouden zijn eni-ge nieuwigheden in te voeren met betrekking tot de tarra. Hieruit zouden nieuwe moei-lijkheden met de lakenhandelaren van de Republiek kunnen rijzen. H.H.M, verzoekende Courtmaster nieuwigheden tegen te gaan en de hand aan de plakkaten te houden(611).",75
1619-03-23 00:00:00,481," Twee door de V.O.C, gepresenteerde remonstranties worden gelezen. De eerstebevat het antwoord op het rekest van Jacques Muisson en Ezechiel de Caen. De V.O.C.hoopt voldoende aangetoond te hebben dat de klachten over haar onredelijk en de vor-dering van 200.000 gld. onrechtmatig zijn.   De tweede remonstrantie betreft twee Franse schepen, te Dieppe uitgerust, die infebr. 1617 op Bantam zijn aangekomen. Het grootste schip, genaamd Montmorency,was gekocht te Enkhuizen en stond onder generaal Charles; het kleine schip, genaamdLa Marguerite, stond onder kap. Augustin de Beaulieu. Op beide schepen waren Neder-landers in dienst, hetgeen indruist tegen het octrooi van remonstranten en tegen deplakkaten van H.H.M.   Besloten wordt enige gedeputeerden te committeren om de remonstranties te onder-zoeken en erover te rapporteren (396, 497).",75
1619-03-23 00:00:00,482," Indien er in Engeland geen accoord tot stand komt verzoekt de Noordse Com-pagnie assistentie van vier oorlogsschepen, daar zij anders zich genoodzaakt zal zienSpitsbergen op te geven"".   Advies wordt gevraagd aan Maurits (537).",76
1619-03-23 00:00:00,483," Schotte krijgt toestemming om deze week en enige tijd in de Paasdagen afwezigte zijn om in Zeeland particuliere en landszaken te behartigen (381, 609).",76
1619-03-23 00:00:00,484, Een rekest van de Gedeputeerden van Drente wordt in handen van de rechtersgesteld. Zij dienen De Groot te vragen waar de stukken zijn waar supplianten om vra-gen (937).,76
1619-03-23 00:00:00,485," Mr. Nicolaes Dijck, deurwaarder van de Raad van Brabant en van de gemenemiddelen van het land van Breda, verzoekt de met goederen geladen vervoermiddelen,die van en naar Zevenbergen en andere plaatsen gaan zonder 's lands rechten te betalen,te mogen aanhouden en aan de Admiraliteit te Rotterdam te mogen uitleveren. Hij istevreden met een honorering uit de boetes.   Advies wordt gevraagd aan genoemde Admiraliteit.",76
1619-03-23 00:00:00,486," Ter vergadering compareren Boissise en Du Maurier. Zij presenteren een briefvan Lodewijk XIII, dd. Parijs 3 maart"", waarin Z.M. meedeelt dat hij Boissise bij zichontboden heeft en waarin hij H.H.M, verzekert van zijn goede wil jegens hen, die dezelf-de is gebleven als toen Boissise voor het eerst bij hen kwam.   De andere door Boissise naar voren gebrachte zaken zal hij op verzoek op schriftstellen. Hij verzoekt H.H.M, hem niet te lang op te houden (139, 495).",76
1619-03-23 00:00:00,487," De ambassadeurs presenteren nog een tweede brief van Lodewijk XIII. dd. 27febr., ten gunste van Michiel Eustace c.s., wier schip onder kap. Le Livre door een Hol-lands schip beroofd zou zijn a (55, 575).",76
1619-03-23 00:00:00,488," Een brief van de ridderschap, stad Emden en derde stand in Oost-Friesland, dd. Emden 16 maart a , wordt in handen van de gecommitteerden in deze zaak gesteld.   Schwartzenberch schrijft in een brief aan Cromhout, Joachimi en Ewsum over demoeilijkheden die op het platteland van Oost-Friesland gepaard gaan met de collecte van de gemene middelen (464, 494).",76
1619-03-23 00:00:00,489," De gezanten in Engeland schrijven dd. 19 maart : ' dat zij het besluit betreffende de bestrijding van de zeerovers aan de raad van Jacobus I hebben meegedeeld en ook deandere opdrachten van H.H.M, hebben uitgevoerd (344, 474, 583).",76
1619-03-23 00:00:00,490," Op het verzoek"" van de magistraat van Harlingen om een subsidie, waarvan dehoogte aan H.H.M, overgelaten wordt, wordt advies gevraagd aan de Raad van State.",76
1619-03-23 00:00:00,491," Ter vergadering compareert Suriano. Hij deelt mee dat Venetië en Savoye tot een liga of alliantie hebben besloten. „In 't lange"" wijst hij op het belang hiervan voor de toestand van geheel Italië en ook voor de Republiek.   H.H.M, bedanken hem beleefd en wensen hem geluk.",76
1619-03-24 00:00:00,492," Ernst Casimir krijgt, gezien de verdiensten van het huis van Nassau en zijn ei-gen verdiensten, voor al zijn pretenties eenmaal 40.000 gld. Onder voorbehoud vangoedkeuring door hun principalen stemmen Friesland, Overijssel en Groningen hierintoe a (219).",77
1619-03-24 00:00:00,493," Muys deelt een door hem uit Dordrecht ontvangen brief van 22 maart mee: dedag ervoor zijn de laatste oordelen over het laatste artikel gelezen en is het besognege�indigd in een ,,ongeloovige overeenstemminge"". Uit ieder college is iemand gecom-mitteerd om de canones te schrijven en te onderzoeken.   Geadviseerd is op de ene zijde van de gouden medaille, bestemd als verering van debuitenlandse theologen af te beelden de Synode en het randschrift ,,Restaurata Religio-ne"", op de andere zijde de berg Sion, bestormd door de winden, en het randschrift,,Erunt sicut Mons Sion"" uit psalm 125, duidend op de door de Remonstranten zeerbevochten ,,Perseverantiam Sanctorum"".   Na deliberatie keuren H.H.M, dit goed. De commissarissen-politiek worden ge-machtigd de stempels te laten snij dena (477, 649).",77
1619-03-24 00:00:00,494," De raad van Emden verzoekt dd. 9 maart o.s. de teruggekeerde gecommitteer-den weer te laten vertrekken, daar de graaf zich niet aan de door hem gedane beloftehoudt. Hij verhindert het aanplakken van de biljetten voor de collecte van de gemenemiddelen, heeft de licenten afgeschaft en verbiedt het peilen van wijnen en bieren.   Erentreiter verzoekt bij brief van 8 maart hetzelfde, evenals Schwartzenberch in zijnbrief dd. Emden 18 maart aan Cromhout, Joachimi en Ewsum. Ook een brief vanEmden aan genoemde heren bevat dit verzoek.   De brieven worden aan de gecommitteerden in deze zaak ter hand gesteld. Zij dienenhet advies van Maurits en Willem Lodewijk in te winnen, o.a. over de vraag of men hierof in Oost-Friesland verder moet onderhandelen (488, 502).",77
1619-03-24 00:00:00,495," De door Boissise schriftelijk ingediende propositie3 wordt gelezen: LodewijkXIII hoopt dat er geen misbruik gemaakt wordt van de moeilijkheden tussen hem enzijn moeder, maar indien nodig zal hij zijn regimenten uit de Republiek terug trekken.Hij zou graag de mening van H.H.M, hierover vernemen. Z.M. verzoekt H.H.M, huntroepen in goede orde te houden, zodat de soldaten niet overlopen naar zijn vijanden.   Hij houdt het er voor dat H.H.M, geen betere raad dan de zijne kunnen aannemen:het kwaad dat de Republiek in verwarring brengt moet met zachtheid en overredingbestreden worden en niet met geweld. De lange gevangenschap van de gevangenenschijnt de tegen hen ingebrachte beschuldigingen te bewijzen, hetgeen niet aangenaamen heilzaam voor de Republiek is. Zij is niet in gevaar, geen der onderdanen klaagt en eris geen bloed gevloeid. Men moet de onderdanen niet irriteren, want een straf mag nooitverder gaan dan de gepleegde misdaad.   De resolutie hierop wordt een dag uitgesteld. De provincies die dat willen kunnen eenkopie van de propositie krijgen11 (486, 548).",77
1619-03-25 00:00:00,496," Ontvangen een brief van Haga, dd. 17 jan. a .",78
1619-03-25 00:00:00,497," Langerack schrijft (dd. Parijs zonder dagtekening) ten gunste van enige koop-lieden van St. Malo, aan wie op Bantam schade toegebracht is door dienaren van deV.O.C. De brief en een remonstrantie van Bewindhebbers van de V.O.C, worden vooronderzoek in handen van Lennep, Van der Burch en Magnus gesteld"" (481, 503).",78
1619-03-25 00:00:00,498," De resolutie op het verzoek van Meurskens om betalingsordonnantie voor deop heden vervallen maand soldij voor de Franse regimenten wordt een dag uitgesteld a(302, 760).",78
1619-03-25 00:00:00,499, Eveneens de resolutie op een remonstrantie 3 van de generaalmeesters van deMunt.,78
1619-03-25 00:00:00,500, Jarichs dient binnen veertien dagen te reageren op een rekest van Jan Jansz.Stampioen a .,78
1619-03-25 00:00:00,501," Op een rekest van Jacques Albout, commandant op het fort St. Andries, enouderlingen en diakenen aldaar wordt advies gevraagd aan de Raad van State a .",78
1619-03-25 00:00:00,502," De gecommitteerden van de graaf van Oost-Friesland verzoeken in een remon-strantie de geschilpunten in Den Haag te behandelen.   In aanwezigheid van Maurits en met diens advies wordt besloten dat de uit Oost-Friesland teruggekeerde gecommitteerden en degenen die de andere provincies aan hentoe willen voegen zich weer daarheen dienen te begeven. Door hun aanwezigheid moe-ten nieuwe verwarring en dadelijkheden voorkomen worden.Om deze zaken geheim tehouden wordt toegestaan dat de gecommitteerden met Z.Ex. een instructie voor zich-zelf opstellen, tot rust van het graafschap, verzekerdheid van Emden en veiligheid vande persoon van de graaf.   Aan Cromhout wordt geschreven 3 zich uiterlijk vrijdag e.k. (29 maart) voor vertrekgereed te houden en alle excuses terzijde te stellen.   Gelderland voegt Glimmer aan de gecommitteerden toe (494, 518).",78
1619-03-25 00:00:00,503," Ter vergadering compareren Boissise en Du Maurier. Zij presenteren een briefvan Lodewijk XIII, dd. Parijs 26 febr., inhoudend klachten over hetgeen de Fransen inOost-Indi� aangedaan wordt door ambtenaren van de V.O.C. Twee schepen uit St.Malo met koopmansgoederen ter waarde van 800.000 kronen zijn geroofd en ongeveer200 onderdanen van Z.M. zijn omgebracht. D e ambassadeurs eisen vergoeding van deschade en berechting van de misdaden. De inwoners van St. Malo hebben Armel Mar-tin, heer van Parisi�re, naar de koning gezonden om hun klachten over te brengen. Z.M.zendt M?rtin nu naar H.H.M.; hij zal de klachten nader schriftelijk presenteren"" (497,568).",78
1619-03-26 00:00:00,504," Friedrich, erfgenaam tot Noorwegen, hertog tot Sleeswijk-Holstein, mag zijngewone hoeveelheid wijn vrij uitvoeren.",79
1619-03-26 00:00:00,505," Het College ter Admiraliteit te Amsterdam schrijft dd. 22 maart 3 dat er geenschepen voor buitenlandse vorsten worden gebouwd of gehuurd en dat recente berich-ten uit Itali�, Spanje en Portugal er op wijzen dat er aldaar geen oorlogsschepen wor-den uitgerust (437, 834).",79
1619-03-26 00:00:00,506," Schout, burgemeesters en regeerders van 's-Gravenmoer verzoeken hun turfnaar Brabant te mogen uitvoeren tegen betaling van een licent van 20 st. voor iedere 100zwarte turven en 10 st. voor 100 grauwe turven.   Advies wordt gevraagd aan de Admiraliteiten te Rotterdam en Middelburg a (591).",79
1619-03-26 00:00:00,506," Gecommitteerde Raden ter Admiraliteit te Hoorn of Enkhuizen schrijven dd.22 maart a dat volgens de opgaven van zestien schippers de door hen in Spanje geledenschade 450.785 gld., 16 st., 8 penn, bedraagt. De certificaties worden overgezonden.   Bij brief dd. 22 maart b zendt het College ter Admiraliteit te Amsterdam ook de opga-ve van door kooplieden en schippers in landen van de koning van Spanje geleden scha-de over. Besloten wordt de andere opgaven af te wachten (243, 589).",79
1619-03-26 00:00:00,508," De gezanten in Engeland zenden dd. Londen 5 maart a een rekest van ThomasFerres, George Bensen, Nicolaes Heveson en andere kooplieden, reders van het schipden Affricaen, waarvan eigenaren zijn Thomas Seyer, Robbert Wight en anderen, over.Het schip zou voor de rede van Saphi genomen zijn door een kapitein uit Amsterdam,genaamd Adriaen van Campen, en door een uit Rotterdam. De gezanten bevelen aanaan het rekest aandacht te besteden, zodat het geen reden mag vormen andere zaken tevertragen.   De Admiraliteiten te Amsterdam en Rotterdam wordt advies gevraagd b (561).",79
1619-03-26 00:00:00,509, De ontvanger-generaal wordt gelast aan Dirck Gooi 2.000 gld. te betalen voorhet onderhoud van de gevangenen (797).,79
